,bairro_group,bairro,latitude,longitude,room_type,price,minimo_noites,numero_de_reviews,reviews_por_mes,calculado_host_listings_count,disponibilidade_365,reviews
7853,Brooklyn,Bedford-Stuyvesant,40.68569,-73.94358,Entire home/apt,139,2,119,2.31,2,175,1
7854,Manhattan,Harlem,40.82442,-73.95203,Private room,50,20,9,0.24,1,300,1
7855,Manhattan,Kips Bay,40.74349,-73.97577,Private room,90,5,0,0.0,1,0,0
7856,Queens,Jackson Heights,40.74936,-73.88698,Entire home/apt,90,7,2,0.04,1,0,1
7857,Manhattan,East Village,40.72753,-73.98749,Private room,250,1,1,0.02,1,0,1
7858,Brooklyn,Sunset Park,40.66343,-73.99324,Private room,70,4,1,0.02,1,0,1
7859,Manhattan,East Village,40.72425,-73.98866,Entire home/apt,150,1,44,0.91,1,0,1
7860,Manhattan,Theater District,40.76164,-73.98594,Private room,150,1,0,0.0,1,0,0
7861,Brooklyn,Bedford-Stuyvesant,40.68446,-73.93956,Entire home/apt,109,3,79,2.07,3,0,1
7862,Manhattan,East Village,40.72646,-73.98685,Entire home/apt,140,7,59,1.17,1,268,1
7863,Brooklyn,Flatbush,40.63676,-73.96713,Private room,31,10,1,0.02,2,0,1
7864,Manhattan,Washington Heights,40.84245,-73.93918,Entire home/apt,140,30,8,0.17,34,312,1
7865,Manhattan,Washington Heights,40.83741,-73.93928,Private room,65,2,36,0.74,2,273,1
7866,Manhattan,Harlem,40.80991,-73.94058,Entire home/apt,85,2,18,0.38,1,90,1
7867,Brooklyn,Gowanus,40.67092,-73.98997,Private room,35,1,0,0.0,1,0,0
7868,Manhattan,Morningside Heights,40.81134,-73.95531,Entire home/apt,155,5,87,1.7,1,99,1
7869,Brooklyn,Bedford-Stuyvesant,40.6825,-73.94709,Private room,65,1,0,0.0,1,0,0
7870,Brooklyn,Williamsburg,40.70532,-73.93868,Private room,100,5,0,0.0,1,88,0
7871,Manhattan,Washington Heights,40.83413,-73.94297,Private room,100,1,0,0.0,1,0,0
7872,Manhattan,East Village,40.7254,-73.98854,Private room,125,3,2,0.04,1,0,1
7873,Manhattan,Upper East Side,40.77793,-73.9602,Entire home/apt,170,5,2,0.04,1,0,1
7874,Brooklyn,Bedford-Stuyvesant,40.68242,-73.94774,Private room,65,2,280,5.51,2,249,1
7875,Brooklyn,Bedford-Stuyvesant,40.68568,-73.95237,Private room,38,3,1,0.05,1,0,1
7876,Manhattan,Harlem,40.82875,-73.94371,Private room,68,2,0,0.0,1,0,0
7877,Brooklyn,Williamsburg,40.71192,-73.94161,Private room,110,2,4,0.08,1,0,1
7878,Brooklyn,Bedford-Stuyvesant,40.68245,-73.91951,Entire home/apt,100,3,106,2.28,1,52,1
7879,Manhattan,Washington Heights,40.84305,-73.94045,Entire home/apt,125,2,10,0.21,1,0,1
7880,Manhattan,Theater District,40.76257,-73.98574,Private room,60,1,1,0.02,1,0,1
7881,Manhattan,West Village,40.73261,-74.00116,Private room,80,3,129,2.52,1,78,1
7882,Manhattan,Washington Heights,40.84035,-73.94089,Entire home/apt,95,30,11,0.25,34,97,1
7883,Manhattan,East Village,40.72816,-73.98843,Private room,163,2,396,7.71,1,143,1
7884,Brooklyn,Prospect Heights,40.67554,-73.96384,Entire home/apt,225,3,29,0.58,1,56,1
7885,Manhattan,East Harlem,40.8124,-73.9347,Entire home/apt,150,2,0,0.0,1,0,0
7886,Brooklyn,Boerum Hill,40.68686,-73.98231,Entire home/apt,170,10,2,0.04,1,0,1
7887,Manhattan,Washington Heights,40.85882,-73.92897,Entire home/apt,65,4,38,0.79,1,307,1
7888,Brooklyn,Bedford-Stuyvesant,40.68915,-73.95116,Private room,60,1,11,0.32,1,0,1
7889,Manhattan,Murray Hill,40.74725,-73.97431,Entire home/apt,168,30,12,0.25,1,58,1
7890,Brooklyn,Crown Heights,40.67652,-73.96147,Entire home/apt,100,2,3,0.09,1,0,1
7891,Manhattan,Battery Park City,40.71111,-74.01567,Entire home/apt,195,7,0,0.0,1,0,0
7892,Queens,Arverne,40.58921,-73.79479,Entire home/apt,89,2,150,3.0,1,268,1
7893,Manhattan,Upper East Side,40.78234,-73.94907,Private room,109,4,191,3.75,3,243,1
7894,Queens,Kew Gardens,40.70664,-73.83395,Private room,150,1,0,0.0,3,365,0
7895,Queens,Kew Gardens,40.7064,-73.83327,Private room,150,1,0,0.0,3,363,0
7896,Manhattan,Upper East Side,40.77727,-73.95089,Entire home/apt,150,2,0,0.0,1,0,0
7897,Manhattan,Greenwich Village,40.72966,-73.99787,Entire home/apt,120,4,1,0.02,1,0,1
7898,Brooklyn,Bedford-Stuyvesant,40.67815,-73.91518,Private room,40,3,101,2.01,6,180,1
7899,Manhattan,Gramercy,40.73342,-73.98545,Entire home/apt,150,30,10,0.21,39,67,1
7900,Manhattan,Washington Heights,40.84411,-73.93764,Private room,45,2,3,0.07,1,0,1
7901,Brooklyn,Sunset Park,40.66124,-73.99449,Entire home/apt,159,30,8,0.81,2,51,1
7902,Manhattan,East Harlem,40.79816,-73.94111,Entire home/apt,149,4,14,0.28,1,0,1
7903,Queens,Astoria,40.75673,-73.9253,Entire home/apt,125,3,3,0.06,1,0,1
7904,Brooklyn,Greenpoint,40.73629,-73.95208,Entire home/apt,75,1,27,0.53,1,0,1
7905,Brooklyn,Carroll Gardens,40.68051,-73.99743,Entire home/apt,109,4,6,0.12,1,0,1
7906,Manhattan,Upper West Side,40.78826,-73.96767,Entire home/apt,499,1,19,0.38,1,296,1
7907,Brooklyn,Park Slope,40.66955,-73.98174,Entire home/apt,480,3,0,0.0,2,191,0
7908,Brooklyn,Park Slope,40.67975,-73.97666,Private room,220,2,9,0.2,3,251,1
7909,Brooklyn,Bedford-Stuyvesant,40.68669,-73.93452,Private room,55,3,51,1.0,1,340,1
7910,Manhattan,Lower East Side,40.7208,-73.9867,Entire home/apt,341,3,138,2.87,1,58,1
7911,Brooklyn,Greenpoint,40.72661,-73.95153,Entire home/apt,108,2,3,0.06,1,33,1
7912,Brooklyn,Windsor Terrace,40.65888,-73.98013,Entire home/apt,128,5,83,1.63,1,52,1
7913,Bronx,Clason Point,40.8115,-73.85607,Entire home/apt,110,2,95,1.91,1,283,1
7914,Brooklyn,Williamsburg,40.71462,-73.96309,Entire home/apt,179,8,39,0.77,1,113,1
7915,Manhattan,Upper West Side,40.77684,-73.97979,Entire home/apt,175,5,2,0.04,1,0,1
7916,Brooklyn,Bushwick,40.70069,-73.91114,Entire home/apt,80,5,8,0.16,1,0,1
7917,Brooklyn,Crown Heights,40.67406,-73.95234,Entire home/apt,149,2,22,0.49,1,365,1
7918,Manhattan,Morningside Heights,40.80465,-73.95827,Private room,50,2,7,0.15,2,191,1
7919,Queens,Astoria,40.76602,-73.91742,Shared room,75,5,4,0.08,1,0,1
7920,Manhattan,Financial District,40.70763,-74.00778,Private room,100,3,24,0.48,2,186,1
7921,Queens,Flushing,40.74896,-73.80715,Entire home/apt,369,2,74,1.46,6,256,1
7922,Brooklyn,Brooklyn Heights,40.69384,-73.99261,Entire home/apt,198,7,7,0.14,1,4,1
7923,Queens,Middle Village,40.72399,-73.87088,Private room,100,2,49,0.96,1,365,1
7924,Manhattan,Upper West Side,40.78866,-73.97878,Entire home/apt,195,3,67,1.33,1,85,1
7925,Manhattan,Lower East Side,40.72004,-73.98896,Entire home/apt,257,3,11,0.22,1,0,1
7926,Queens,Jamaica Estates,40.72362,-73.791,Entire home/apt,145,4,38,0.75,1,125,1
7927,Manhattan,Upper West Side,40.80272,-73.96634,Private room,45,1,7,0.14,1,0,1
7928,Queens,Long Island City,40.74637,-73.94615,Private room,60,2,83,1.65,4,81,1
7929,Brooklyn,Red Hook,40.67529,-74.0099,Entire home/apt,120,43,0,0.0,1,0,0
7930,Brooklyn,Prospect-Lefferts Gardens,40.6586,-73.96104,Private room,80,3,4,0.22,1,331,1
7931,Brooklyn,Bedford-Stuyvesant,40.69962,-73.94102,Private room,85,1,0,0.0,1,0,0
7932,Brooklyn,Gowanus,40.684,-73.98859,Entire home/apt,99,1,183,3.74,1,196,1
7933,Manhattan,Hell's Kitchen,40.75749,-73.99657,Entire home/apt,180,3,1,0.02,1,0,1
7934,Queens,Jackson Heights,40.75181,-73.89064,Private room,40,25,1,0.1,18,364,1
7935,Brooklyn,Williamsburg,40.7168,-73.94073,Private room,96,3,28,0.56,1,0,1
7936,Manhattan,Harlem,40.80386,-73.95369,Entire home/apt,105,4,9,0.18,1,0,1
7937,Queens,Long Island City,40.76019,-73.92915,Entire home/apt,80,3,177,3.66,1,196,1
7938,Manhattan,Washington Heights,40.83987,-73.94279,Entire home/apt,100,2,1,0.03,1,0,1
7939,Brooklyn,Williamsburg,40.7058,-73.93803,Private room,58,1,270,5.29,2,83,1
7940,Brooklyn,Williamsburg,40.7186,-73.95951,Private room,89,5,6,0.12,2,0,1
7941,Manhattan,Theater District,40.75863,-73.98472,Private room,105,90,163,3.21,5,316,1
7942,Manhattan,Lower East Side,40.71724,-73.98546,Entire home/apt,85,1,0,0.0,1,0,0
7943,Brooklyn,Clinton Hill,40.69069,-73.96043,Private room,68,3,2,0.11,1,0,1
7944,Manhattan,Hell's Kitchen,40.76017,-73.99198,Entire home/apt,200,4,30,0.65,1,0,1
7945,Manhattan,Upper East Side,40.77526,-73.95075,Entire home/apt,170,5,26,0.55,1,115,1
7946,Brooklyn,Prospect-Lefferts Gardens,40.6566,-73.96148,Entire home/apt,60,5,9,0.19,1,0,1
7947,Manhattan,Harlem,40.81128,-73.94647,Entire home/apt,285,30,104,2.07,4,249,1
7948,Manhattan,East Harlem,40.79842,-73.93549,Entire home/apt,90,3,138,2.74,1,71,1
7949,Brooklyn,Crown Heights,40.67757,-73.94886,Entire home/apt,75,30,101,2.06,1,62,1
7950,Queens,Jackson Heights,40.74898,-73.88638,Entire home/apt,115,1,51,1.03,1,78,1
7951,Brooklyn,East Flatbush,40.64685,-73.95,Entire home/apt,118,30,1,0.02,1,68,1
7952,Brooklyn,Bedford-Stuyvesant,40.68582,-73.94231,Private room,76,1,19,0.7,1,89,1
7953,Brooklyn,Greenpoint,40.72123,-73.95357,Entire home/apt,245,7,6,0.12,1,67,1
7954,Manhattan,Harlem,40.8251,-73.93899,Private room,200,1,0,0.0,1,0,0
7955,Manhattan,Upper East Side,40.77724,-73.95883,Entire home/apt,75,3,3,0.06,1,0,1
7956,Manhattan,Hell's Kitchen,40.76378,-73.98847,Entire home/apt,200,6,24,0.7,1,188,1
7957,Manhattan,Midtown,40.75621,-73.96802,Entire home/apt,85,30,4,0.12,52,342,1
7958,Brooklyn,Greenpoint,40.72987,-73.95296,Entire home/apt,350,5,11,0.23,1,12,1
7959,Manhattan,Harlem,40.80226,-73.94976,Private room,101,3,65,1.28,1,138,1
7960,Brooklyn,Gowanus,40.67743,-73.98464,Entire home/apt,110,2,0,0.0,2,0,0
7961,Manhattan,Nolita,40.72191,-73.99587,Private room,125,1,1,0.02,1,0,1
7962,Manhattan,Lower East Side,40.71974,-73.98549,Private room,89,3,19,0.41,1,0,1
7963,Manhattan,Midtown,40.75102,-73.97447,Entire home/apt,180,1,0,0.0,1,0,0
7964,Brooklyn,Williamsburg,40.71482,-73.93863,Entire home/apt,120,30,1,0.05,1,128,1
7965,Brooklyn,Gowanus,40.66928,-73.99019,Private room,50,5,0,0.0,1,0,0
7966,Manhattan,Midtown,40.76365,-73.98057,Entire home/apt,299,2,8,0.16,1,176,1
7967,Manhattan,SoHo,40.72337,-73.99724,Entire home/apt,195,2,60,1.18,1,16,1
7968,Manhattan,Greenwich Village,40.72923,-73.99949,Private room,78,1,3,0.06,3,0,1
7969,Manhattan,Chelsea,40.74089,-74.00181,Entire home/apt,250,2,28,0.56,1,328,1
7970,Manhattan,Chelsea,40.75054,-73.99683,Entire home/apt,150,14,1,0.02,1,0,1
7971,Manhattan,Upper East Side,40.777,-73.95253,Entire home/apt,350,1,0,0.0,1,0,0
7972,Queens,Sunnyside,40.74315,-73.91733,Private room,78,3,113,2.23,1,285,1
7973,Brooklyn,Crown Heights,40.67331,-73.95863,Private room,55,1,1,0.02,1,0,1
7974,Manhattan,SoHo,40.72716,-74.0032,Entire home/apt,300,10,7,2.04,1,239,1
7975,Brooklyn,Bedford-Stuyvesant,40.68875,-73.92377,Private room,38,2,39,0.86,3,99,1
7976,Manhattan,SoHo,40.72708,-74.00055,Entire home/apt,150,5,36,0.71,1,0,1
7977,Manhattan,Lower East Side,40.71869,-73.98282,Private room,75,1,0,0.0,1,0,0
7978,Brooklyn,Bedford-Stuyvesant,40.68227,-73.93305,Private room,52,2,1,0.02,1,0,1
7979,Manhattan,Upper West Side,40.78926,-73.96989,Entire home/apt,198,2,161,3.21,1,252,1
7980,Brooklyn,Sunset Park,40.64027,-74.01774,Private room,49,1,67,1.56,1,8,1
7981,Manhattan,Upper West Side,40.79233,-73.9643,Entire home/apt,950,4,6,0.13,1,274,1
7982,Manhattan,Lower East Side,40.72003,-73.98901,Entire home/apt,105,30,12,0.24,9,227,1
7983,Manhattan,Kips Bay,40.74257,-73.98207,Entire home/apt,225,30,276,5.54,1,338,1
7984,Brooklyn,Prospect Heights,40.67483,-73.9646,Private room,125,4,16,0.32,2,339,1
7985,Brooklyn,Bedford-Stuyvesant,40.69315,-73.95998,Entire home/apt,110,2,19,0.44,1,0,1
7986,Brooklyn,Crown Heights,40.66739,-73.9501,Private room,44,1,1,0.02,1,0,1
7987,Manhattan,East Village,40.73065,-73.98899,Shared room,77,2,57,1.13,3,311,1
7988,Brooklyn,East Flatbush,40.64944,-73.93376,Entire home/apt,97,3,62,1.23,1,326,1
7989,Brooklyn,Flatbush,40.64224,-73.96273,Private room,45,5,59,1.46,4,247,1
7990,Brooklyn,Williamsburg,40.712,-73.96666,Entire home/apt,157,1,1,0.02,1,0,1
7991,Brooklyn,Williamsburg,40.71059,-73.9506,Private room,80,4,1,0.02,1,0,1
7992,Manhattan,Harlem,40.82366,-73.9461,Private room,50,3,1,0.07,1,0,1
7993,Queens,East Elmhurst,40.76509,-73.877,Entire home/apt,275,3,96,1.9,1,333,1
7994,Brooklyn,Clinton Hill,40.68732,-73.96654,Private room,129,3,103,2.02,1,156,1
7995,Manhattan,West Village,40.73405,-74.00283,Entire home/apt,250,3,1,0.03,1,0,1
7996,Manhattan,Harlem,40.82434,-73.94816,Shared room,36,1,84,2.26,1,347,1
7997,Manhattan,Hell's Kitchen,40.76881,-73.98832,Entire home/apt,200,5,0,0.0,1,0,0
7998,Manhattan,Upper East Side,40.78073,-73.94976,Entire home/apt,185,1,4,0.08,1,0,1
7999,Manhattan,Hell's Kitchen,40.76329,-73.99554,Entire home/apt,130,1,2,0.04,1,0,1
8000,Queens,East Elmhurst,40.76664,-73.87577,Private room,65,1,466,9.16,4,331,1
8001,Brooklyn,Williamsburg,40.71014,-73.96253,Entire home/apt,275,3,78,1.53,1,0,1
8002,Manhattan,Upper East Side,40.77253,-73.95789,Entire home/apt,120,1,9,0.18,1,0,1
8003,Manhattan,Lower East Side,40.72134,-73.99104,Entire home/apt,180,2,25,0.51,1,200,1
8004,Brooklyn,Prospect-Lefferts Gardens,40.66216,-73.96114,Entire home/apt,123,2,2,0.04,1,0,1
8005,Brooklyn,Bedford-Stuyvesant,40.6874,-73.94339,Private room,750,1,0,0.0,1,0,0
8006,Manhattan,Upper West Side,40.77804,-73.97611,Entire home/apt,210,6,7,0.14,1,0,1
8007,Manhattan,West Village,40.73905,-74.0014,Entire home/apt,139,3,4,0.08,1,0,1
8008,Brooklyn,Bushwick,40.69505,-73.93161,Shared room,45,1,1,0.02,1,0,1
8009,Manhattan,Harlem,40.81192,-73.95239,Private room,79,5,2,0.04,1,0,1
8010,Brooklyn,Park Slope,40.66798,-73.9761,Entire home/apt,345,30,0,0.0,1,156,0
8011,Brooklyn,Fort Greene,40.69677,-73.97622,Private room,90,1,2,0.06,2,364,1
8012,Queens,Ridgewood,40.70801,-73.9011,Entire home/apt,150,2,65,1.32,1,171,1
8013,Manhattan,Harlem,40.82135,-73.95521,Entire home/apt,75,500,0,0.0,1,362,0
8014,Manhattan,Gramercy,40.73556,-73.98679,Entire home/apt,200,2,14,0.28,1,0,1
8015,Brooklyn,Clinton Hill,40.68678,-73.96044,Entire home/apt,100,3,127,2.62,1,290,1
8016,Brooklyn,Crown Heights,40.66746,-73.96073,Private room,32,7,0,0.0,1,0,0
8017,Brooklyn,Manhattan Beach,40.5777,-73.93988,Private room,45,4,118,2.34,2,269,1
8018,Manhattan,Kips Bay,40.74174,-73.97878,Private room,115,7,1,0.02,1,0,1
8019,Bronx,Concourse,40.82122,-73.92773,Private room,56,2,132,2.61,3,52,1
8020,Manhattan,Lower East Side,40.71526,-73.9867,Entire home/apt,210,2,44,1.16,1,0,1
8021,Manhattan,Upper West Side,40.76877,-73.9846,Entire home/apt,87,30,3,0.1,52,275,1
8022,Staten Island,West Brighton,40.63438,-74.11518,Private room,40,30,6,0.12,2,354,1
8023,Brooklyn,Crown Heights,40.67603,-73.95302,Private room,58,4,1,0.02,1,332,1
8024,Brooklyn,Williamsburg,40.70778,-73.94953,Entire home/apt,125,4,7,0.14,1,0,1
8025,Brooklyn,Bushwick,40.68994,-73.92125,Entire home/apt,100,2,3,0.06,1,0,1
8026,Brooklyn,Williamsburg,40.71998,-73.95838,Entire home/apt,195,2,3,0.06,1,0,1
8027,Brooklyn,Williamsburg,40.71178,-73.95684,Entire home/apt,90,15,27,0.68,1,173,1
8028,Manhattan,Washington Heights,40.83776,-73.94087,Private room,65,2,43,0.85,2,279,1
8029,Brooklyn,Bedford-Stuyvesant,40.69542,-73.9497,Private room,100,14,0,0.0,1,123,0
8030,Manhattan,Upper West Side,40.80121,-73.96163,Entire home/apt,200,31,2,0.04,1,212,1
8031,Manhattan,Chinatown,40.71546,-73.99226,Private room,75,4,23,0.45,1,212,1
8032,Manhattan,Upper West Side,40.77901,-73.97596,Entire home/apt,220,1,4,0.08,1,0,1
8033,Brooklyn,Greenpoint,40.73163,-73.95434,Entire home/apt,225,3,1,0.02,1,0,1
8034,Brooklyn,Williamsburg,40.70776,-73.95886,Entire home/apt,163,30,37,0.74,1,186,1
8035,Brooklyn,Williamsburg,40.71371,-73.95433,Private room,85,1,118,2.38,1,327,1
8036,Queens,Ditmars Steinway,40.7802,-73.90913,Entire home/apt,150,7,1,0.02,1,0,1
8037,Brooklyn,Williamsburg,40.70472,-73.93784,Shared room,38,1,236,4.63,2,56,1
8038,Manhattan,Inwood,40.85901,-73.92874,Entire home/apt,79,4,4,0.09,1,0,1
8039,Brooklyn,Crown Heights,40.66356,-73.95667,Entire home/apt,90,4,59,1.17,1,28,1
8040,Brooklyn,Park Slope,40.6681,-73.98319,Private room,100,3,97,1.91,2,300,1
8041,Manhattan,Lower East Side,40.72182,-73.99263,Entire home/apt,99,30,8,0.17,9,197,1
8042,Brooklyn,Williamsburg,40.71776,-73.94538,Entire home/apt,200,3,30,0.65,1,364,1
8043,Manhattan,Upper West Side,40.77889,-73.98155,Entire home/apt,190,2,1,0.02,1,0,1
8044,Manhattan,Upper West Side,40.79422,-73.97565,Private room,90,7,0,0.0,1,0,0
8045,Manhattan,Morningside Heights,40.81143,-73.95987,Private room,60,1,0,0.0,1,0,0
8046,Manhattan,Washington Heights,40.83562,-73.94581,Private room,90,1,0,0.0,1,0,0
8047,Manhattan,Harlem,40.81422,-73.95199,Private room,75,2,129,3.01,2,6,1
8048,Manhattan,Washington Heights,40.85677,-73.93715,Private room,70,3,14,0.3,1,0,1
8049,Manhattan,Upper East Side,40.78428,-73.94872,Private room,85,4,1,0.02,1,0,1
8050,Brooklyn,Williamsburg,40.71295,-73.93716,Private room,50,4,2,0.04,1,0,1
8051,Manhattan,East Harlem,40.79614,-73.93787,Entire home/apt,130,2,34,0.69,1,0,1
8052,Manhattan,Harlem,40.80686,-73.9554,Entire home/apt,199,1,0,0.0,1,0,0
8053,Manhattan,Gramercy,40.73697,-73.98074,Entire home/apt,150,7,5,0.1,1,0,1
8054,Brooklyn,Clinton Hill,40.68556,-73.96238,Entire home/apt,750,1,15,0.34,4,364,1
8055,Brooklyn,Bedford-Stuyvesant,40.68901,-73.94054,Private room,80,1,0,0.0,1,0,0
8056,Brooklyn,Williamsburg,40.70431,-73.94528,Shared room,62,2,45,0.9,1,325,1
8057,Brooklyn,Williamsburg,40.7137,-73.94214,Private room,105,14,0,0.0,1,0,0
8058,Manhattan,East Village,40.72551,-73.97893,Entire home/apt,250,30,25,0.51,1,0,1
8059,Brooklyn,Clinton Hill,40.68346,-73.96264,Entire home/apt,350,1,2,0.04,1,0,1
8060,Brooklyn,Bay Ridge,40.62672,-74.02802,Private room,65,30,56,1.14,4,208,1
8061,Manhattan,Nolita,40.72342,-73.99292,Entire home/apt,95,30,13,0.27,9,137,1
8062,Queens,Long Island City,40.74253,-73.9549,Entire home/apt,153,4,77,1.62,1,252,1
8063,Brooklyn,Williamsburg,40.71479,-73.96048,Entire home/apt,150,4,95,1.88,1,0,1
8064,Manhattan,Lower East Side,40.72014,-73.99268,Entire home/apt,280,3,46,3.17,1,64,1
8065,Manhattan,Upper West Side,40.80301,-73.96644,Private room,70,4,2,0.04,1,0,1
8066,Manhattan,Harlem,40.82337,-73.94529,Entire home/apt,155,5,22,0.44,1,362,1
8067,Brooklyn,Williamsburg,40.714,-73.96253,Private room,71,2,162,3.18,3,332,1
8068,Manhattan,Midtown,40.75531,-73.966,Entire home/apt,182,4,51,1.03,2,317,1
8069,Manhattan,Upper East Side,40.76449,-73.96169,Private room,105,3,75,1.57,1,338,1
8070,Manhattan,Upper West Side,40.78302,-73.98057,Entire home/apt,100,14,3,0.13,1,205,1
8071,Brooklyn,Bedford-Stuyvesant,40.67998,-73.9452,Private room,45,1,0,0.0,1,0,0
8072,Brooklyn,East Flatbush,40.65336,-73.94345,Entire home/apt,109,30,23,0.46,2,188,1
8073,Brooklyn,Clinton Hill,40.68465,-73.96051,Entire home/apt,95,14,3,0.08,1,0,1
8074,Brooklyn,Bay Ridge,40.62674,-74.02996,Private room,65,30,67,1.31,4,252,1
8075,Manhattan,Murray Hill,40.74409,-73.97145,Entire home/apt,250,1,0,0.0,1,0,0
8076,Brooklyn,Williamsburg,40.70834,-73.96646,Private room,60,2,0,0.0,1,339,0
8077,Manhattan,Upper East Side,40.7755,-73.9475,Private room,130,1,1,0.02,2,364,1
8078,Manhattan,East Harlem,40.79445,-73.93307,Entire home/apt,120,3,116,2.29,1,231,1
8079,Queens,Astoria,40.77262,-73.92364,Entire home/apt,200,7,2,0.04,1,0,1
8080,Manhattan,Upper West Side,40.78078,-73.97466,Entire home/apt,190,2,2,0.04,1,21,1
8081,Brooklyn,Brighton Beach,40.58148,-73.96696,Private room,129,3,0,0.0,1,365,0
8082,Brooklyn,Prospect Heights,40.67554,-73.96835,Private room,85,1,156,3.11,1,150,1
8083,Brooklyn,Bedford-Stuyvesant,40.682,-73.92246,Entire home/apt,125,3,165,3.27,1,249,1
8084,Manhattan,Hell's Kitchen,40.76497,-73.9933,Entire home/apt,175,1,0,0.0,1,0,0
8085,Brooklyn,Cypress Hills,40.68465,-73.8684,Entire home/apt,130,1,94,1.92,1,0,1
8086,Brooklyn,Flatbush,40.64943,-73.96245,Private room,70,3,121,2.63,1,341,1
8087,Brooklyn,Williamsburg,40.71046,-73.96054,Entire home/apt,184,10,1,0.03,2,6,1
8088,Brooklyn,Bedford-Stuyvesant,40.67986,-73.94259,Private room,180,2,9,0.36,1,364,1
8089,Brooklyn,South Slope,40.66586,-73.97948,Entire home/apt,100,1,183,5.17,1,1,1
8090,Bronx,Mount Hope,40.84819,-73.90648,Entire home/apt,125,2,41,0.81,2,342,1
8091,Brooklyn,Prospect Heights,40.67847,-73.96694,Entire home/apt,150,2,2,0.06,1,0,1
8092,Manhattan,Harlem,40.80373,-73.95523,Entire home/apt,105,5,5,0.1,1,0,1
8093,Brooklyn,Bedford-Stuyvesant,40.68403,-73.93641,Private room,35,1,162,3.2,5,162,1
8094,Brooklyn,Bedford-Stuyvesant,40.68549,-73.93532,Private room,30,1,163,3.21,5,134,1
8095,Brooklyn,Bedford-Stuyvesant,40.68517,-73.9369,Private room,30,1,170,3.34,5,165,1
8096,Manhattan,East Village,40.72587,-73.98244,Entire home/apt,125,2,3,0.06,1,0,1
8097,Brooklyn,Williamsburg,40.71475,-73.93782,Entire home/apt,190,2,1,0.02,1,0,1
8098,Manhattan,Washington Heights,40.85475,-73.93372,Shared room,95,1,36,3.03,1,27,1
8099,Brooklyn,Williamsburg,40.71905,-73.93905,Private room,55,3,4,0.08,1,0,1
8100,Manhattan,Upper East Side,40.76288,-73.96084,Entire home/apt,130,3,2,0.04,1,0,1
8101,Bronx,Longwood,40.82883,-73.88854,Entire home/apt,119,4,48,0.98,1,223,1
8102,Manhattan,Washington Heights,40.85228,-73.93498,Private room,67,1,297,5.92,3,271,1
8103,Manhattan,Upper East Side,40.78354,-73.94699,Private room,90,5,4,0.08,4,0,1
8104,Manhattan,Morningside Heights,40.80461,-73.96401,Private room,60,1,0,0.0,1,0,0
8105,Brooklyn,Bedford-Stuyvesant,40.68537,-73.95402,Entire home/apt,199,3,10,0.2,1,0,1
8106,Brooklyn,Park Slope,40.66936,-73.98116,Entire home/apt,150,7,47,0.96,1,291,1
8107,Brooklyn,Williamsburg,40.71494,-73.95472,Private room,115,3,40,2.8,1,18,1
8108,Manhattan,Harlem,40.82903,-73.94123,Entire home/apt,100,1,2,0.04,1,0,1
8109,Brooklyn,Fort Greene,40.68698,-73.97097,Entire home/apt,165,6,30,0.59,4,0,1
8110,Bronx,Mount Hope,40.84626,-73.90473,Entire home/apt,105,2,80,1.66,2,365,1
8111,Brooklyn,Bushwick,40.69755,-73.92748,Private room,49,1,170,3.36,4,356,1
8112,Brooklyn,Fort Greene,40.68559,-73.96932,Entire home/apt,100,2,1,0.02,1,0,1
8113,Brooklyn,Bedford-Stuyvesant,40.68323,-73.95642,Private room,94,1,46,1.81,1,72,1
8114,Manhattan,East Village,40.72745,-73.98362,Private room,75,6,3,0.06,1,0,1
8115,Brooklyn,Crown Heights,40.67822,-73.96069,Private room,60,7,0,0.0,1,0,0
8116,Manhattan,Upper West Side,40.77894,-73.98099,Entire home/apt,322,4,89,1.76,1,76,1
8117,Brooklyn,Williamsburg,40.70839,-73.94538,Private room,119,3,126,2.49,2,0,1
8118,Brooklyn,Williamsburg,40.71234,-73.94085,Entire home/apt,100,30,63,1.25,1,321,1
8119,Manhattan,Upper West Side,40.80146,-73.96132,Private room,50,2,0,0.0,1,0,0
8120,Manhattan,Washington Heights,40.85457,-73.94062,Private room,90,2,2,0.08,2,0,1
8121,Manhattan,Chelsea,40.73889,-73.99749,Private room,150,1,1,0.02,1,0,1
8122,Manhattan,Theater District,40.76295,-73.98435,Entire home/apt,230,1,1,0.02,1,0,1
8123,Queens,Forest Hills,40.71448,-73.85286,Private room,59,1,2,0.04,2,0,1
8124,Manhattan,East Harlem,40.79115,-73.94663,Private room,90,3,95,1.88,1,175,1
8125,Manhattan,Lower East Side,40.7175,-73.98435,Private room,95,2,247,4.87,1,60,1
8126,Brooklyn,Williamsburg,40.71335,-73.95789,Private room,75,45,0,0.0,1,92,0
